filename,chromagram,key,coded_key
3364661.LOFI,[2.4323099  1.760008   3.8427749  ... 0.87099147 0.6111925  0.6709133 ],A major,0
3271514.LOFI,[3.6710148  4.8960495  3.3657146  ... 0.01877115 0.01977746 0.00569188],A minor,1
3129757.LOFI,[0.6769995  0.16726002 0.29034725 ... 0.28658625 0.01658742 0.11272936],Db minor,13
3409548.LOFI,"[ 0.18214826  4.69733    10.643044   ...  0.15859881  1.7124084
  0.1710549 ]",Eb minor,17
2029598.LOFI,[1.952204   2.4825017  0.96762615 ... 0.07292519 0.23181602 0.2833981 ],E minor,14
2047796.LOFI,[0.40751636 0.45177162 0.31871948 ... 0.21683402 0.16843186 0.47452757],D minor,11
4093657.LOFI,[1.1877     1.0512719  3.646688   ... 0.21649623 0.06983024 0.02955059],Db minor,13
3858289.LOFI,[0.02426185 0.01298866 0.0539892  ... 0.03555251 0.03371078 0.0192208 ],A minor,1
4045225.LOFI,[0.32877213 0.55110765 0.27420464 ... 0.00415309 0.00235301 0.03104036],Db minor,13
4093908.LOFI,[0.4634826  0.81086385 2.0471818  ... 0.0715019  0.10716462 0.08282131],C minor,9
4450726.LOFI,[11.487221   4.5789824  4.901417  ...  0.5648563  0.5186661  0.1774274],E major,15
1650933.LOFI,"[8.4696369e+00 1.5638292e+01 3.4321454e-01 ... 1.1808274e-01 3.1026604e-02
 1.4814966e-02]",Eb minor,17
4960012.LOFI,"[3.2745824e+00 4.9647155e+00 6.2269254e+00 ... 1.9520175e-01 1.3606138e-04
 4.4094276e-02]",G minor,21
5302340.LOFI,[0.431864   3.3695323  7.064889   ... 0.05051273 0.04879393 0.01562851],C minor,9
4817706.LOFI,[1.227394   5.1241035  2.1706123  ... 0.07413402 0.10588262 0.12983751],Db minor,13
5048249.LOFI,[1.263467   4.258299   2.148448   ... 0.20872766 0.36064655 0.32215923],A minor,1
4328155.LOFI,[1.0206404  5.7507725  3.4894192  ... 0.06424985 0.15459998 0.1249775 ],C minor,9
4723905.LOFI,[0.01119117 0.01655134 0.03453596 ... 0.0340063  0.0715162  0.18363516],F minor,18
4955940.LOFI,[0.61205924 4.1119056  8.140511   ... 0.19890729 0.22994366 0.72562385],Ab minor,3
5073839.LOFI,[3.348376   3.367762   1.3412703  ... 0.41893375 0.8321605  0.2581608 ],B major,4
2026524.LOFI,[3.6583874  6.9923925  4.3317575  ... 0.2587056  0.03821255 0.02747121],Eb minor,17
3246151.LOFI,[0.13520968 1.025063   7.9751935  ... 0.10195649 0.24061456 0.01738529],Bb minor,7
4596347.LOFI,[0.34481755 0.27691957 0.5150825  ... 0.01686073 0.01342603 0.03054931],F minor,18
611797.LOFI,"[ 5.053066    5.3333426  10.842202   ...  0.04560115  0.27029607
  0.11055223]",A major,0
3372108.LOFI,[0.19578199 0.06114309 0.23988172 ... 0.17276207 0.08780527 0.11959299],Eb minor,17
4315749.LOFI,[3.8542366  0.08610491 3.5444555  ... 0.34876588 0.21757866 0.16453493],F minor,18
1690921.LOFI,[3.5862427  0.6067046  2.7034426  ... 0.06129751 0.02857258 0.03254284],D minor,11
3426285.LOFI,"[3.3223493e+00 2.3029130e+00 6.4976102e-01 ... 1.0888967e-01 4.7008329e-04
 1.3176836e-01]",Eb minor,17
1880732.LOFI,[5.934737   6.3285294  2.1948397  ... 0.06322239 0.09714957 0.08531974],Eb minor,17
5035524.LOFI,"[3.3050585e-01 8.0426264e+00 4.6208091e+00 ... 6.2622875e-02 8.3181530e-02
 7.2347070e-03]",E minor,14
891993.LOFI,[0.03366204 0.700279   1.7676902  ... 0.7332281  0.18802203 0.06046045],D major,10
1105632.LOFI,[0.10638721 0.04020238 0.04343575 ... 0.01914148 0.01683266 0.17730096],C minor,9
4956417.LOFI,[1.6192267  0.50629026 0.34342995 ... 0.02733867 0.02136553 0.05972934],Eb minor,17
4262569.LOFI,[2.2896204  1.1082541  1.865571   ... 0.10857768 0.08615516 0.04133022],Eb minor,17
4167325.LOFI,[0.8763662  2.864671   8.14775    ... 0.03650821 0.09893937 0.14129856],F minor,18
5120298.LOFI,[1.4957775  0.92115325 0.38457468 ... 0.07830446 0.10621699 0.12260701],F minor,18
1198688.LOFI,"[3.4486401e+00 5.8342285e+00 5.7184014e+00 ... 2.2644604e-02 2.0469243e-03
 1.9304866e-02]",D minor,11
3186615.LOFI,[1.1048545  0.5400599  2.1721992  ... 0.26490062 0.0818236  0.08085742],F minor,18
3571314.LOFI,[5.220902   1.5953096  4.567379   ... 0.10196723 0.09197112 0.13605787],Db minor,13
3629467.LOFI,[0.6164324  2.1307962  0.6008436  ... 0.29007095 0.139891   0.11117521],Db minor,13
5431709.LOFI,"[22.861576   29.11263    32.30574    ...  0.27351636  0.16897488
  0.26407853]",C minor,9
4950604.LOFI,"[14.406641    4.68995     1.3638153  ...  0.132057    0.46933573
  0.22706811]",F minor,18
305771.LOFI,[4.0532775  3.1938255  2.8215342  ... 0.01080295 0.00446249 0.00712715],C minor,9
5049808.LOFI,[0.8339319 1.4387246 1.16562   ... 1.6228739 0.7249659 0.3334941],Ab minor,3
1007941.LOFI,[0.48319384 0.18233511 0.06892356 ... 0.24553639 0.07438043 0.15295115],F minor,18
4779657.LOFI,[0.12771422 0.12351149 0.14863059 ... 0.04578914 0.11650029 0.17222334],Bb major,6
3349486.LOFI,[0.5488989  0.3926568  2.2442448  ... 0.07844384 0.00756116 0.06839997],F minor,18
3526370.LOFI,[6.425911   6.6961827  4.9996147  ... 0.01329775 0.06237056 0.07756173],G minor,21
1037507.LOFI,[0.17516491 0.42465773 0.40508056 ... 0.15984555 0.06811186 0.0476448 ],G major,20
1809174.LOFI,[0.01826456 2.0437195  2.1476426  ... 0.11681796 0.02360052 0.06040896],A major,0
4934251.LOFI,[3.1829007  3.6121926  3.0864673  ... 0.13604273 0.21838544 0.9416926 ],C minor,9
4166222.LOFI,[1.4001423  1.0528762  6.321882   ... 0.02604517 0.01898076 0.01616588],E minor,14
4399289.LOFI,[0.05387691 0.01867399 0.02741855 ... 0.02694599 0.06792935 0.09109438],C major,8
2059625.LOFI,[0.19586894 1.8554006  0.54074615 ... 0.20430116 0.04755571 0.0741694 ],Gb minor,23
4824580.LOFI,[2.7244563  2.4200642  6.237022   ... 0.11506286 0.0681866  0.06237154],C minor,9
4997194.LOFI,[1.5258384  7.0097995  6.816301   ... 0.3944025  0.20471033 0.12890638],Ab minor,3
4433083.LOFI,[2.6657288  0.41803154 0.19790749 ... 0.23656526 0.41210425 0.09035461],Bb minor,7
1575015.LOFI,[0.07041451 1.9847872  1.3809805  ... 0.1856803  0.01906532 0.10502135],A minor,1
4191993.LOFI,[1.7245291  2.2512367  6.93881    ... 0.17909816 0.21773505 0.5681493 ],E minor,14
1781139.LOFI,[0.08091036 0.02096569 0.03311998 ... 0.07511058 0.2093277  0.02042227],C minor,9
3262951.LOFI,[0.7083741  0.27864054 0.3517037  ... 0.1160172  0.28226665 0.01984981],C minor,9
4927548.LOFI,[0.44429436 0.10365254 0.0386775  ... 0.06781238 0.14158747 0.10511177],F minor,18
2438899.LOFI,[0.02871058 0.14958593 0.18948291 ... 0.13984855 0.30020583 0.01205078],Bb minor,7
1864037.LOFI,[0.82977116 0.7200703  2.2768836  ... 0.24607311 0.16097924 0.17709726],Db minor,13
4840289.LOFI,[0.14131753 0.02392743 0.1748818  ... 0.08995403 0.04917582 0.04816631],E minor,14
1650934.LOFI,[1.1736277  7.047218   1.5214652  ... 0.03987567 0.02257717 0.10832833],F minor,18
1178656.LOFI,[3.135449   1.0332506  0.8398127  ... 0.07275006 0.20061277 0.04881954],C minor,9
1026478.LOFI,"[7.2703505e-01 4.5577669e-01 8.9431305e+00 ... 1.1240301e-03 4.4514039e-03
 9.2812523e-02]",F minor,18
3257231.LOFI,[1.7051675  1.7365397  1.5426074  ... 0.21346705 0.5917505  0.05004836],E minor,14
3930672.LOFI,[1.6548147  0.28534725 0.14558685 ... 0.27254343 0.06317446 0.13628411],D minor,11
4275052.LOFI,[0.17237633 0.56652075 0.18861586 ... 0.27624884 0.410573   0.16921808],D major,10
634032.LOFI,[1.705061   7.060868   2.359879   ... 0.00951034 0.17171189 0.18455152],E minor,14
992081.LOFI,"[1.4937061e+00 1.4290777e+00 6.2356424e+00 ... 6.0643824e-03 3.6629897e-03
 7.5142041e-02]",E major,15
1611446.LOFI,[9.560105   6.3686895  2.3579173  ... 0.29325894 0.5630926  0.5577212 ],Ab minor,3
1052744.LOFI,[2.4733174  2.0330014  6.104738   ... 0.08457605 0.08623625 0.23874888],G minor,21
4755348.LOFI,[0.01523361 0.19588256 0.22928007 ... 0.32090062 0.03702124 0.24202137],G minor,21
3813682.LOFI,[0.02211282 0.05548855 0.03974934 ... 0.07532795 0.04233915 0.07623903],G minor,21
3992511.LOFI,[3.9398108  3.235542   1.0111681  ... 0.03488412 0.10123827 0.16849194],Eb minor,17
1234752.LOFI,"[ 0.44750902  3.759554   10.29462    ...  0.1920889   0.2739943
  0.2818117 ]",B minor,5
3759800.LOFI,[0.04543373 0.63061583 0.41790855 ... 0.09821274 0.18423577 0.42581797],B minor,5
877345.LOFI,[0.9605177  0.36377397 0.08318324 ... 0.00275545 0.02293561 0.03172516],Eb major,16
667508.LOFI,[2.4148164  4.437354   7.143847   ... 0.12438531 0.05185529 0.06192533],D minor,11
923397.LOFI,"[2.6116276e+00 4.6113071e+00 4.0311875e+00 ... 9.7528042e-04 8.4140347e-03
 4.1977219e-02]",Bb minor,7
4693198.LOFI,[0.09927355 0.10314826 0.09069913 ... 0.00311318 0.31992394 0.01499471],E major,15
4234612.LOFI,[3.6952221  0.55748504 6.283283   ... 0.06443188 0.2834345  0.15963057],C minor,9
3969868.LOFI,[1.1576794  1.75473    0.8451332  ... 0.01647275 0.01872259 0.08959481],F minor,18
2440193.LOFI,[0.90820354 1.919059   2.5624447  ... 0.00502206 0.00710926 0.00936728],A minor,1
3642384.LOFI,[0.46905512 0.17990774 0.08084539 ... 0.01256106 0.01725516 0.17551275],Eb minor,17
3686302.LOFI,[0.1093502  0.13486242 0.12987247 ... 0.42853364 0.3221108  0.7029281 ],D minor,11
1948785.LOFI,[8.969111   8.179496   2.7517736  ... 0.03777381 0.07787986 0.2840139 ],E minor,14
3545728.LOFI,[0.18892023 0.17607509 0.1988101  ... 0.016284   0.01264834 0.02624491],F minor,18
3229038.LOFI,[1.5790865  7.801966   3.4540164  ... 0.32174894 0.40349135 0.07379688],Eb major,16
873455.LOFI,[0.7267621  0.6092459  2.8984892  ... 0.02573425 0.05779674 0.18616994],E minor,14
4200490.LOFI,[0.11056803 0.01787346 0.00788644 ... 0.15407835 0.22201747 0.71311593],Gb minor,23
3517044.LOFI,[3.9970918  5.357106   1.8236992  ... 0.09417275 0.15460305 0.02832507],F minor,18
1161234.LOFI,[2.91607    1.7518196  5.0765476  ... 0.08383119 0.0440794  0.00894362],C major,8
3402887.LOFI,[0.26903728 0.5727868  0.09811395 ... 0.25393033 0.09492495 0.12799932],F minor,18
4941208.LOFI,"[18.21157     3.8954139   7.61906    ...  0.0205621   0.07427547
  0.05966544]",F minor,18
1406309.LOFI,[0.62147546 4.466853   4.708877   ... 0.00610842 0.0134141  0.0050292 ],B minor,5
3389317.LOFI,[0.07273074 1.3330157  2.5802891  ... 0.09214357 0.02546535 0.08635863],A minor,1
1549964.LOFI,[0.2859387  0.27665785 0.03204027 ... 0.07885472 0.04210577 0.11177945],Db minor,13
1468437.LOFI,[0.56689036 0.93421817 1.6637368  ... 0.34884787 0.04545391 0.03848689],B minor,5
3344291.LOFI,[0.04427452 4.049037   2.0205023  ... 0.04587007 0.03367987 0.12090533],D minor,11
997308.LOFI,"[ 8.338778    5.4359145  12.811722   ...  0.20232813  0.40931267
  0.1368483 ]",C major,8
1771577.LOFI,[0.7210646  4.3154974  2.9707394  ... 0.0321447  0.03918723 0.06467523],G minor,21
1673811.LOFI,[ 3.187822  12.4839525  4.2400346 ...  0.9489525  1.5886822  0.1346982],D major,10
3997722.LOFI,[0.9840199  2.4829195  1.969477   ... 0.0091006  0.06520931 0.00853671],F minor,18
1950170.LOFI,"[7.6467383e-01 3.5771009e-01 3.3855467e+00 ... 5.1983385e-03 1.4232210e-03
 1.6042776e-03]",Bb minor,7
3713557.LOFI,[0.7819042  0.6277613  0.34313604 ... 0.45709637 0.10146759 0.04922202],Bb minor,7
975138.LOFI,[1.2910916  3.829666   2.3601723  ... 0.05583195 0.06112029 0.03772829],D minor,11
4088665.LOFI,"[1.42462716e-01 4.29957104e+00 1.03716593e+01 ... 1.09895475e-01
 1.01367207e-02 4.94942889e-02]",D minor,11
4107957.LOFI,[1.2257174  0.3780185  0.04818149 ... 0.00307719 0.23265189 0.00231964],Db minor,13
1494159.LOFI,"[13.383839    5.0454373   5.7936487  ...  0.1159622   0.34375936
  0.12191156]",Eb minor,17
3379400.LOFI,[0.06710485 0.0145924  0.2656055  ... 0.06758036 0.02812402 0.28908452],C minor,9
3642409.LOFI,[0.06635704 5.7665677  0.51015544 ... 0.2157308  0.5198896  0.04159762],Ab minor,3
3568438.LOFI,[0.07346621 5.1747627  3.9427004  ... 0.26983115 0.0745299  0.06297878],Ab major,2
3938837.LOFI,"[1.3943442e+00 3.1738932e+00 4.3015437e+00 ... 4.5015736e-04 6.1853644e-02
 2.0440359e-02]",E minor,14
4815758.LOFI,[0.01266602 0.00696886 0.00260158 ... 0.02696502 0.01116503 0.13153769],C minor,9
3703893.LOFI,[0.06148946 0.00711635 0.0464632  ... 0.12300951 0.06420244 0.02615808],E major,15
3467773.LOFI,[3.0743833 1.2679945 1.0248469 ... 0.4209873 0.4282677 0.3311218],Bb minor,7
3625787.LOFI,[6.355228   7.5268517  5.691174   ... 0.0370443  0.1203704  0.12267142],C minor,9
4540971.LOFI,[0.42114457 6.881245   3.103181   ... 0.34656727 0.1678861  0.04043409],Bb minor,7
4995597.LOFI,[0.29395568 1.3638172  2.0854564  ... 0.21785617 0.6719739  0.24856387],C major,8
2053495.LOFI,[0.13048686 3.743065   0.9743722  ... 0.08466656 0.05891536 0.02128893],B minor,5
4188100.LOFI,[1.9131507  0.94622326 0.5735588  ... 0.00882601 0.02046077 0.08372454],Bb minor,7
